Date,Open,High,Low,Close,Volume
2023-03-20 00:00:00-04:00,97.59685853977706,98.30400935068353,95.90911308433405,96.46540832519531,2164135
2023-03-21 00:00:00-04:00,97.23855697168811,98.3605697593238,97.03112222702052,97.55912780761719,2127567
2023-03-22 00:00:00-04:00,97.43655902683642,98.70944228916137,96.69168880101435,96.72940826416016,2029122
2023-03-23 00:00:00-04:00,98.19086958039252,100.06719014354378,96.88027414622398,97.46485900878906,2658632
2023-03-24 00:00:00-04:00,97.54969875801679,98.3699929538355,96.19196172176477,97.8136978149414,1937805
2023-03-27 00:00:00-04:00,98.15315332132703,98.59630502484494,95.98454413566485,96.34283447265625,2348732
2023-03-28 00:00:00-04:00,96.66341128162186,97.32342017803761,95.52253122357563,95.92797088623047,1705793
2023-03-29 00:00:00-04:00,96.72940787035391,97.06883845163046,95.68281909833777,96.61626434326172,1835228
2023-03-30 00:00:00-04:00,96.85198139364604,97.02169668451292,96.33339822434239,96.69168853759766,2384681
2023-03-31 00:00:00-04:00,96.55027173433972,99.22802689550282,96.46541036562112,99.10545349121094,2023647
2023-04-03 00:00:00-04:00,98.49257183490032,99.69945339617533,98.49257183490032,99.23744201660156,1431015
2023-04-04 00:00:00-04:00,99.2468822163681,99.40717508004981,97.15370456983726,97.89857482910156,1630797
2023-04-05 00:00:00-04:00,97.81371417542783,99.01116600487265,97.44599397622665,98.08715057373047,1852169
2023-04-06 00:00:00-04:00,97.72886095840578,98.1248633284072,95.18310171319708,96.22969055175781,1739572
2023-04-10 00:00:00-04:00,95.89024681141588,97.31398563349715,95.42824283541816,96.72940826416016,1543095
2023-04-11 00:00:00-04:00,97.42713933662492,100.01061053531532,97.42713933662492,99.47317504882812,1687405
2023-04-12 00:00:00-04:00,100.5291854730778,100.78375468088676,99.05829740130152,99.36944580078125,1343623
2023-04-13 00:00:00-04:00,99.58631255158514,99.59574241706645,97.86085523488318,97.90799713134766,3473979
2023-04-14 00:00:00-04:00,97.52142878857977,99.02059923515063,97.4459972867327,99.00173950195312,1880680
2023-04-17 00:00:00-04:00,98.67172733840734,100.02004215774187,98.5114419055345,99.9823226928711,1535658
2023-04-18 00:00:00-04:00,100.8120580814321,103.08438097985179,100.58577100752998,103.00895690917969,1843492
2023-04-19 00:00:00-04:00,102.79208478763236,103.26351863425566,101.79263789908629,103.05609130859375,1393414
2023-04-20 00:00:00-04:00,104.7626829097309,107.39330323947517,104.3572507167899,105.4792709350586,3247649
2023-04-21 00:00:00-04:00,105.46042408024869,105.65842898369594,103.93297148254938,104.8475570678711,1830269
2023-04-24 00:00:00-04:00,104.592960998831,105.7809827682436,104.30067234658345,105.72441101074219,1402711
2023-04-25 00:00:00-04:00,105.77646934499312,106.55221619143481,104.93449193257574,105.01963806152344,1445270
2023-04-26 00:00:00-04:00,104.25334129394356,104.82096473490505,102.98564819687515,103.26000213623047,1369655
2023-04-27 00:00:00-04:00,103.86546182850971,105.7197013430892,103.60057686003641,105.67239379882812,1272656
2023-04-28 00:00:00-04:00,105.84268014083732,107.2901119733997,105.61562630868605,106.72249603271484,1557351
2023-05-01 00:00:00-04:00,106.42921884509256,107.53608111061203,106.01296467095436,106.32515716552734,1678522
2023-05-02 00:00:00-04:00,106.10755537607432,107.34686373550235,104.4992929610552,106.94007110595703,1996686
2023-05-03 00:00:00-04:00,107.09145162247425,109.64574575897437,106.8927823125125,107.97126007080078,2066207
2023-05-04 00:00:00-04:00,107.68744706972984,108.26453195576363,106.24946933659153,106.28731536865234,1623153
2023-05-05 00:00:00-04:00,106.43868837738485,107.66853543178644,106.0602727520493,107.3185043334961,1350751
2023-05-08 00:00:00-04:00,106.9022441457966,108.74701462416681,106.60896720625254,108.50104522705078,1381638
2023-05-09 00:00:00-04:00,108.3212966070311,109.91063614566528,108.17938889454963,108.18885040283203,1760852
2023-05-10 00:00:00-04:00,108.84162108908588,109.1632751168032,107.0063120131074,107.98072814941406,1471095
2023-05-11 00:00:00-04:00,108.28346674458349,108.5767437216258,107.66854317316961,107.8482894897461,1335979
2023-05-12 00:00:00-04:00,107.79152002461396,108.49158967634112,106.06027264124535,107.11983489990234,1857954
2023-05-15 00:00:00-04:00,107.07252722677346,107.73475079557439,105.95620344903278,107.18605041503906,1694017
2023-05-16 00:00:00-04:00,106.25893585386166,108.07532925797405,105.08585046633921,107.77259826660156,2125914
2023-05-17 00:00:00-04:00,108.075325057459,108.42535612165575,107.4887786585561,108.40643310546875,1767360
2023-05-18 00:00:00-04:00,108.26453886221253,109.6741321612265,107.37526143433328,109.5511474609375,1741845
2023-05-19 00:00:00-04:00,109.67413574940493,109.73089734709708,106.76980293466531,107.46041107177734,1879130
2023-05-22 00:00:00-04:00,107.25225667023858,107.97124172023356,104.39522457220389,104.5371322631836,2059802
2023-05-23 00:00:00-04:00,103.78032691653935,103.89385011511898,101.04627881792132,101.32062530517578,2655533
2023-05-24 00:00:00-04:00,102.36126140677969,102.97618488187813,101.85986111848753,102.07744598388672,1942866
2023-05-25 00:00:00-04:00,103.09916660116062,103.76139014233515,102.12474312146391,102.70182800292969,1682757
2023-05-26 00:00:00-04:00,102.22882598682608,102.73022632800684,100.5354171466896,101.65174102783203,2140066
2023-05-30 00:00:00-04:00,101.699041297158,102.91943432589774,101.52875649868665,101.98285675048828,2128703
2023-05-31 00:00:00-04:00,101.46251563150783,102.02067747537009,100.18536122681138,101.33953094482422,4821631
2023-06-01 00:00:00-04:00,100.38404913344739,102.40857354124604,100.38404913344739,102.30450439453125,2134385
2023-06-02 00:00:00-04:00,103.11809018687194,106.6468153941363,102.91942832817159,105.95620727539062,3520051
2023-06-05 00:00:00-04:00,105.93727552639403,106.50489889731269,104.24386692153494,105.8994369506836,2116720
2023-06-06 00:00:00-04:00,106.76980801208272,110.14715678682542,106.56167717339531,109.74036407470703,3115321
2023-06-07 00:00:00-04:00,109.74036775246451,110.72424546672671,107.79152788745239,107.8482894897461,2537461
2023-06-08 00:00:00-04:00,107.76314302857794,108.69025907356419,106.9968502691583,107.25228118896484,2609151
2023-06-09 00:00:00-04:00,107.4887980088145,108.51998328260723,106.75088971520788,108.0374984741211,1873965
2023-06-12 00:00:00-04:00,108.77539087405084,110.6580073721767,107.77259773204969,109.1727294921875,6771728
2023-06-13 00:00:00-04:00,109.73089387727296,110.875602215603,109.40923986326996,109.74981689453125,2564939
2023-06-14 00:00:00-04:00,110.43096294517547,111.00804786574953,108.37806162694726,108.55780792236328,4122600
2023-06-15 00:00:00-04:00,112.46493359474681,113.86507274024622,110.72422489874886,113.3447494506836,5884588
2023-06-16 00:00:00-04:00,114.2529425099285,115.3692736980018,113.3825881608983,113.54341888427734,4726905
2023-06-20 00:00:00-04:00,114.90571814330404,116.41938055502742,114.59352564367998,115.01924133300781,3160877
